Codice articolo (ATS),Material SAP Code (BP),Definire Conti Co.Ge. per,Gruppo articoli,Descrizione articolo,part number,Model Id,SUBCLASS,Technology,Produttore,Gestire n. lotto [Si/No],Gestione numeri di serie,verifica su sap
WMS0005674-FLM,000000000301809834,Gruppo articoli,WMS-VodafoneFLM,PTN-M10*10GE/GEPIC,03033BLN-001,03033BLN-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005675-FLM,000000000301809870,Gruppo articoli,WMS-VodafoneFLM,SH 80GHZ SP+38GHZ DP 0.6M,1S8038AY060SD,1S8038AY060SD,Antenna,MW,SIAE,No,Sì,OK
WMS0005676-FLM,000000000301809895,Gruppo articoli,WMS-VodafoneFLM,SH 80GHZ SP+32GHZ DP 0.6M,1S8032AY060SD,1S8032AY060SD,Antenna,MW,SIAE,No,Sì,OK
WMS0005677-FLM,000000000301809915,Gruppo articoli,WMS-VodafoneFLM,SH 80GHZ SP+38GHZ DP 0.3M,1S8038AY030SD,1S8038AY030SD,Antenna,MW,SIAE,No,Sì,OK
WMS0005678-FLM,000000000301810225,Gruppo articoli,WMS-VodafoneFLM,Electric Cable Set (+/- each 5m),25030699,CYG006MM01,Accessori,DSL,HUAWEI,No,Sì,OK
WMS0005679-FLM,000000000301810967,Gruppo articoli,WMS-VodafoneFLM,QSFP28-100G-1295nm~1310nm-10km-SM -01,34061478,QSFP28-100G-1295nm~1310nm-10km-SM-01,Modulo SFP-XPF,TX,HUAWEI,No,Sì,OK
WMS0005680-FLM,000000000301814628,Gruppo articoli,WMS-VodafoneFLM,CR5DE4NE8V70_pay1get6_field_POC1_FMCIP1,03033BXJ,CR5DE4NE8V70,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005681-FLM,000000000301814629,Gruppo articoli,WMS-VodafoneFLM,CR5DE4NE8V70_field_POC1_FMCIP1,03033BXJ,CR5DE4NE8V70,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005682-FLM,000000000301814667,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFT071_POC1_FMCIP1,03059048,CR5DLPUFT071,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005683-FLM,000000000301814670,Gruppo articoli,WMS-VodafoneFLM,CR5DE4NE8V70-001_pay1get6fieldPOC1FMCIP1,03033BXJ,CR5DE4NE8V70,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005684-FLM,000000000301814690,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFM373-001_DR_POC1_FMCIP1,03050DFD-001,CR5DLPUFM373-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005685-FLM,000000000301814699,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFT071_field_POC1_FMCIP1,03059048,CR5DLPUFT071,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005686-FLM,000000000301814702,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFT071_pay1get6_field_POC1_FMCIP1,03059048,CR5DLPUFT071,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005687-FLM,000000000301814708,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFT071-001_pay1get6fieldPOC1FMCIP1,03059048,CR5DLPUFT071,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005688-FLM,000000000301814710,Gruppo articoli,WMS-VodafoneFLM,CR5DE4NE8V70-001_field_POC1_FMCIP1,03033BXJ,CR5DE4NE8V70,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005689-FLM,000000000301814714,Gruppo articoli,WMS-VodafoneFLM,ANR2CXPB0_ACC_FMCIP1,03033GMB,ANR2CXPB0,Unit,TX,HUAWEI,No,Sì,OK
WMS0005690-FLM,000000000301814723,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFT071-001_field_POC1_FMCIP1,03059048,CR5DLPUFT071,Unit,CORE,HUAWEI,No,Sì,OK
WMS0005691-FLM,000000000301814725,Gruppo articoli,WMS-VodafoneFLM,ANGMHSTG0201-001_pay1get2fieldACC_FMCIP1,02353CFS,ANGMHSTG0201-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005692-FLM,000000000301814729,Gruppo articoli,WMS-VodafoneFLM,ANKD00EX4S01_pay1get2_field_ACC_FMCIP1,03059113-002,ANKD00EX4S01,Unit,TX,HUAWEI,No,Sì,OK
WMS0005693-FLM,000000000301814730,Gruppo articoli,WMS-VodafoneFLM,ANKD00EX4S01_ACC_FMCIP1,03059113-002,ANKD00EX4S01,Unit,TX,HUAWEI,No,Sì,OK
WMS0005694-FLM,000000000301814735,Gruppo articoli,WMS-VodafoneFLM,ANR2CXPB0_pay1get2_ACC_FMCIP1,03033GMB,ANR2CXPB0,Unit,TX,HUAWEI,No,Sì,OK
WMS0005695-FLM,000000000301814737,Gruppo articoli,WMS-VodafoneFLM,ANKD00EX4S01_pay1get2_ACC_FMCIP1,03059113-002,ANKD00EX4S01,Unit,TX,HUAWEI,No,Sì,OK
WMS0005696-FLM,000000000301814738,Gruppo articoli,WMS-VodafoneFLM,ANND0EM10F00_pay1get2_field_ACC_FMCIP1,03059258-002,ANND0EM10F00,Unit,TX,HUAWEI,No,Sì,OK
WMS0005697-FLM,000000000301814739,Gruppo articoli,WMS-VodafoneFLM,ANND0EM10F00_ACC_FMCIP1,03059258-002,ANND0EM10F00,Unit,TX,HUAWEI,No,Sì,OK
WMS0005698-FLM,000000000301814740,Gruppo articoli,WMS-VodafoneFLM,TNRPM8BASDC1-001_pay1get2spareAGG_FMCIP1,02353CBQ-001,TNRPM8BASDC1-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005699-FLM,000000000301814744,Gruppo articoli,WMS-VodafoneFLM,ANGMHSTG0201-001_field_ACC_FMCIP1,02353CFS,ANGMHSTG0201,Unit,TX,HUAWEI,No,Sì,OK
WMS0005700-FLM,000000000301814746,Gruppo articoli,WMS-VodafoneFLM,ANKD00EX4S01_field_ACC_FMCIP1,03059113-002,ANKD00EX4S01,Unit,TX,HUAWEI,No,Sì,OK
WMS0005701-FLM,000000000301814748,Gruppo articoli,WMS-VodafoneFLM,ANND0EM10F00_field_ACC_FMCIP1,03059258-002,ANND0EM10F00,Unit,TX,HUAWEI,No,Sì,OK
WMS0005702-FLM,000000000301814756,Gruppo articoli,WMS-VodafoneFLM,TNRPM8BASDC1-001_field_AGG_FMCIP1,02353CBQ-001,TNRPM8BASDC1-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005703-FLM,000000000301814761,Gruppo articoli,WMS-VodafoneFLM,TNRDIPU1T2C1-001_AGG_FMCIP1,03033GJW,TNRDIPU1T2C1,Unit,TX,HUAWEI,No,Sì,OK
WMS0005704-FLM,000000000301814764,Gruppo articoli,WMS-VodafoneFLM,CR5D00LAXF91_field_AGG_FMCIP1,03033BLN,CR5D00LAXF91,Unit,TX,HUAWEI,No,Sì,OK
WMS0005705-FLM,000000000301814765,Gruppo articoli,WMS-VodafoneFLM,CR5D00LAXF91_AGG_FMCIP1,03033BLN,CR5D00LAXF91,Unit,TX,HUAWEI,No,Sì,OK
WMS0005706-FLM,000000000301814766,Gruppo articoli,WMS-VodafoneFLM,CR5D00EAGF95-001_field_AGG_FMCIP1,03033FXE-001,CR5D00EAGF95,Unit,TX,HUAWEI,No,Sì,OK
WMS0005707-FLM,000000000301814767,Gruppo articoli,WMS-VodafoneFLM,CR5D00EAGF95-001_pay1get6fieldAGG_FMCIP1,03033FXE-001,CR5D00EAGF95,Unit,TX,HUAWEI,No,Sì,OK
WMS0005708-FLM,000000000301814770,Gruppo articoli,WMS-VodafoneFLM,TNRD0IPU2TC1-001_AGG_FMCIP1,03033GYT,TNRD0IPU2TC1,Unit,TX,HUAWEI,No,Sì,OK
WMS0005709-FLM,000000000301814772,Gruppo articoli,WMS-VodafoneFLM,CR5D00LAXF91_pay1get2_AGG_FMCIP1,03033BLN,CR5D00LAXF91,Unit,TX,HUAWEI,No,Sì,OK
WMS0005710-FLM,000000000301814777,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFM373-001_field_POC1_FMCIP1,03050DFD-001,CR5DLPUFM373-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005711-FLM,000000000301814781,Gruppo articoli,WMS-VodafoneFLM,CR5D00LAXF91_pay1get6_field_AGG_FMCIP1,03033BLN,CR5D00LAXF91,Unit,TX,HUAWEI,No,Sì,OK
WMS0005712-FLM,000000000301814789,Gruppo articoli,WMS-VodafoneFLM,CR5D0E2NBF73_pay1get6_fieldPOC1_FMCIP1,03034CQX-001,CR5D0E2NBF73,Unit,TX,HUAWEI,No,Sì,OK
WMS0005713-FLM,000000000301814791,Gruppo articoli,WMS-VodafoneFLM,CR5DE2NE4X14-001_pay1get2spareAGG_FMCIP1,03033GDS,CR5DE2NE4X14,Unit,TX,HUAWEI,No,Sì,OK
WMS0005714-FLM,000000000301814792,Gruppo articoli,WMS-VodafoneFLM,CR5DLPUFM373-001_pay1get6fieldPOC1FMCIP1,03050DFD-001,CR5DLPUFM373-001,Unit,TX,HUAWEI,No,Sì,OK
WMS0005715-FLM,000000000301814811,Gruppo articoli,WMS-VodafoneFLM,CR5D0E2NBF73_field_POC1_FMCIP1,03034CQX-001,CR5D0E2NBF73,Unit,TX,HUAWEI,No,Sì,OK
WMS0005716-FLM,000000000301814821,Gruppo articoli,WMS-VodafoneFLM,CR5D00EAGF95-001_pay1get2spareAGG_FMCIP1,03033FXE-001,CR5D00EAGF95,Unit,TX,HUAWEI,No,Sì,OK
WMS0005717-FLM,000000000301815870,Gruppo articoli,WMS-VodafoneFLM,VFIT5G3HAAU5323 200M 4T4R,,HAAU5323_200M,Kit Bundle,MW,HUAWEI,No,Sì,OK
WMS0005718-FLM,000000000301817702,Gruppo articoli,WMS-VodafoneFLM,100m_RRU_powercables_10mm2,25033341,25033341,Accessori,RADIO,HUAWEI,No,Sì,OK
WMS0005719-FLM,000000000301818327,Gruppo articoli,WMS-VodafoneFLM,800482001 12-Port Antenna 2LB 4HB,800482001,800482001,Antenna,RADIO,KATHREIN,No,Sì,OK
WMS0005720-FLM,000000000301818517,Gruppo articoli,WMS-VodafoneFLM,R3V6-65B-R9,R3V6-65B-R9,R3V6-65B-R9,Antenna,RADIO,COMMSCOPE,No,Sì,OK
WMS0005721-FLM,000000000301818695,Gruppo articoli,WMS-VodafoneFLM,A114518R1v06,27011869-001,A114518R1v06,Antenna,RADIO,HUAWEI,No,Sì,OK
WMS0005722-FLM,000000000301818696,Gruppo articoli,WMS-VodafoneFLM,AOC4518R04v07,27013065-001,AOC4518R04v07,Antenna,RADIO,HUAWEI,No,Sì,OK
WMS0005723-FLM,000000000301818752,Gruppo articoli,WMS-VodafoneFLM,AMB4519R13v06,27013405,AMB4519R13v06,Antenna,RADIO,HUAWEI,No,Sì,OK
WMS0005724-FLM,000000000301819416,Gruppo articoli,WMS-VodafoneFLM,AAU5833F for 3700HMz,02313JJP,AAU5833F,Antenna,RADIO,HUAWEI,No,Sì,OK
WMS0005725-FLM,000000000301819711,Gruppo articoli,WMS-VodafoneFLM,VFIT_5GConfig_3AAU5833F,,3AAU5833F,Kit Bundle,MW,HUAWEI,No,Sì,OK
WMS0005726-FLM,000000000301824051,Gruppo articoli,WMS-VodafoneFLM,HAAU5323 26GHz_Temp Price,02313DMS,HAAU5323,Antenna,RADIO,HUAWEI,No,Sì,OK
WMS0005727-FLM,000000000301824093,Gruppo articoli,WMS-VodafoneFLM,RRU5513t 1800+2100+2600M,02313HBE,02313HBE,Unit,RADIO,HUAWEI,No,Sì,OK
WMS0005728-FLM,000000000301824554,Gruppo articoli,WMS-VodafoneFLM,MMU 1004,ROJ1192505/4,MMU 1004,Unit,MW,ERICSSON,No,Sì,OK
WMS0005729-FLM,000000000301825093,Gruppo articoli,WMS-VodafoneFLM,ML6600 XPIC/MIMO long cables,NTK102384/1,,Accessori,MW,ERICSSON,No,Sì,OK
WMS0005730-FLM,000000000301825460,Gruppo articoli,WMS-VodafoneFLM,E14F06P45,E14F06P45,E14F06P45,Unit,RADIO,COMMSCOPE,No,Sì,OK
WMS0005731-FLM,000000000301829270,Gruppo articoli,WMS-VodafoneFLM,"RF Jumper,0.5m,MQ4SF-I",04132457,04132457,Accessori,,HUAWEI,No,Sì,OK
WMS0005732-FLM,000000000301829351,Gruppo articoli,WMS-VodafoneFLM,"SFP, 1000BASE-LX SM 1310NM 10KM",1400422-0019,SU57AE,Modulo SFP-XPF,TX,SHIELDS,No,Sì,OK
WMS0005733-FLM,000000000301830705,Gruppo articoli,WMS-VodafoneFLM,MINI-LINK 6352/3 80/21H,BFZ611003/21H,MINI-LINK 6352/3 80/21H,Unit,MW,ERICSSON,No,Sì,OK
WMS0005734-FLM,000000000301830708,Gruppo articoli,WMS-VodafoneFLM,MINI-LINK 6365 18/A13L,UKL40244/A13L,MINI-LINK 6365 18/A13L,Unit,MW,ERICSSON,No,Sì,OK
WMS0005735-FLM,000000000301830743,Gruppo articoli,WMS-VodafoneFLM,MINI-LINK 6352/3 80/21L,BFZ611003/21L,MINI-LINK 6352/3 80/21L,Unit,MW,ERICSSON,No,Sì,OK
WMS0005736-FLM,000000000301830763,Gruppo articoli,WMS-VodafoneFLM,MINI-LINK 6365 18/A13H,UKL40244/A13H,MINI-LINK 6365 18/A13H,Unit,MW,ERICSSON,No,Sì,OK
WMS0005737-FLM,000000000301830809,Gruppo articoli,WMS-VodafoneFLM,ACOMD2A07v06,301646332,ACOMD2A07v06,Antenna,RADIO,SHIELDS,No,Sì,OK
WMS0005738-FLM,000000000301830948,Gruppo articoli,WMS-VodafoneFLM,Cavo 2x10 per alimentazione RRH,Cavo 2x10,Cavo 2x10,Accessori,RADIO,BALDASSARRI,No,Sì,OK
WMS0005739-FLM,000000000301831285,Gruppo articoli,WMS-VodafoneFLM,AHPMDG AirScale RRH 2T4R B8/20/28 320W,476122A.101,AHPMDG,Unit,RADIO,NSN,No,Sì,OK
WMS0005740-FLM,000000000301831605,Gruppo articoli,WMS-VodafoneFLM,XMC-11G-3E SUB_A_H,52415681,XMC-11G-3E SUB_A_H,Unit,MW,HUAWEI,No,Sì,OK
WMS0005741-FLM,000000000301831613,Gruppo articoli,WMS-VodafoneFLM,XMC-11G-3E SUB_A_L,52415680,XMC-11G-3E SUB_A_L,Unit,MW,HUAWEI,No,Sì,OK
WMS0005742-FLM,000000000301831672,Gruppo articoli,WMS-VodafoneFLM,AHEGF AirScale Dual RRH 4T4R B1/3 400W,475825A.102,AHEGF,Unit,RADIO,NSN,No,Sì,OK
WMS0005743-FLM,000000000301831721,Gruppo articoli,WMS-VodafoneFLM,ASIL AirScale Common,474767A.103,ASIL,Unit,RADIO,NSN,No,Sì,OK
WMS0005744-FLM,000000000301832727,Gruppo articoli,WMS-VodafoneFLM,DPR 2900B â€“ 48 ID:D1,TPS1010038A,DPR2900B-48,Unit,PASSIVE,DELTA,No,Sì,OK
WMS0005745-FLM,000000000301833002,Gruppo articoli,WMS-VodafoneFLM,HODI2-065R15M18SJ02-Q,HODI2-065R15M18SJ02-Q,HODI2-065R15M18SJ02-Q,Antenna,RADIO,COMBA,No,Sì,OK
WMS0005746-FLM,000000000301833078,Gruppo articoli,WMS-VodafoneFLM,XMC-11G-3E SUB_B_L,52415682,XMC-11G-3E SUB_B_L,Unit,MW,HUAWEI,No,Sì,OK
WMS0005747-FLM,000000000301833093,Gruppo articoli,WMS-VodafoneFLM,XMC-11G-3E SUB_B_H,52415683,XMC-11G-3E SUB_B_H,Unit,MW,HUAWEI,No,Sì,OK
WMS0005748-FLM,000000000301833392,Gruppo articoli,WMS-VodafoneFLM,[STEP GPB]GLC-LH-SMD=,GLC-LH-SMD=,GLC-LH-SMD=,Modulo SFP-XPF,CORE,CISCO,No,Sì,OK
WMS0005749-FLM,000000000301833426,Gruppo articoli,WMS-VodafoneFLM,"ANT - 6LB, 12HB, 65:90DEG, 9RET",3X-RVV-65A-R9,3X-RVV-65A-R9,Antenna,RADIO,COMMSCOPE,No,Sì,OK
WMS0005750-FLM,000000000301833428,Gruppo articoli,WMS-VodafoneFLM,TMFK1AFB07_FMCWDM1,02301555-001,TMFK1AFB07,Unit,TX,HUAWEI,No,Sì,OK
WMS0005751-FLM,000000000301833429,Gruppo articoli,WMS-VodafoneFLM,TNV6G230_FMCWDM1_pay1get2,03034DYX,TNV6G230,Unit,TX,HUAWEI,No,Sì,OK
WMS0005752-FLM,000000000301833430,Gruppo articoli,WMS-VodafoneFLM,TMB2LDCA_FMCWDM1,03034DAP,TMB2LDCA,Unit,TX,HUAWEI,No,Sì,OK
WMS0005753-FLM,000000000301833437,Gruppo articoli,WMS-VodafoneFLM,TMT1SCC_FMCWDM1_pay1get4,03034AAC,TMT1SCC,Unit,TX,HUAWEI,No,Sì,OK
WMS0005754-FLM,000000000301833467,Gruppo articoli,WMS-VodafoneFLM,TNV6G230_FMCWDM1,03034DYX,TNV6G230,Unit,TX,HUAWEI,No,Sì,OK
WMS0005755-FLM,000000000301833468,Gruppo articoli,WMS-VodafoneFLM,TMF3AUX01_FMCWDM1,03033VNA,TMF3AUX01,Unit,TX,HUAWEI,No,Sì,OK
WMS0005756-FLM,000000000301833474,Gruppo articoli,WMS-VodafoneFLM,TMB1WSMD4_FMCWDM1,03034DCR,TMB1WSMD4,Unit,TX,HUAWEI,No,Sì,OK
WMS0005757-FLM,000000000301833476,Gruppo articoli,WMS-VodafoneFLM,TNV8T402Q06_FMCWDM1_pay1get2,03034AQV,TNV8T402Q06,Unit,TX,HUAWEI,No,Sì,OK
WMS0005758-FLM,000000000301833482,Gruppo articoli,WMS-VodafoneFLM,TME3CTU_FMCWDM1,03033TBE,TME3CTU,Unit,TX,HUAWEI,No,Sì,OK
WMS0005759-FLM,000000000301833491,Gruppo articoli,WMS-VodafoneFLM,TMT1SCC_FMCWDM1,03034AAC,TMT1SCC,Unit,TX,HUAWEI,No,Sì,OK
WMS0005760-FLM,000000000301833493,Gruppo articoli,WMS-VodafoneFLM,TMB2LDCA_FMCWDM1_pay1get2,03034DAP,TMB2LDCA,Unit,TX,HUAWEI,No,Sì,OK
WMS0005761-FLM,000000000301833496,Gruppo articoli,WMS-VodafoneFLM,TNV8T402Q06_FMCWDM1,03034AQV,TNV8T402Q06,Unit,TX,HUAWEI,No,Sì,OK
WMS0005762-FLM,000000000301833998,Gruppo articoli,WMS-VodafoneFLM,4-PORTANTENNA790-960/1710-218090Â°/90Â°,80010121V01,K80010121V01,Antenna,RADIO,KATHREIN,No,Sì,OK
WMS0005763-FLM,000000000301834019,Gruppo articoli,WMS-VodafoneFLM,100m_Optical_RRU_powercables_10mm2,,,Accessori,MW,HUAWEI,No,Sì,OK
WMS0005764-FLM,000000000301834024,Gruppo articoli,WMS-VodafoneFLM,APM5930(AC)(Ver.A220VACDBS5900Wd-53.5/57,01075531,APM5930,Unit,,HUAWEI,No,Sì,OK
WMS0005765-FLM,000000000301834048,Gruppo articoli,WMS-VodafoneFLM,Integrated Mount Kit,21150763,21150763,Accessori,,HUAWEI,No,Sì,OK
WMS0005766-FLM,000000000301834303,Gruppo articoli,WMS-VodafoneFLM,TMB1APIU_FMCWDM1,03033FRH,TMB1APIU,Unit,TX,HUAWEI,No,Sì,OK
WMS0005767-FLM,000000000301834314,Gruppo articoli,WMS-VodafoneFLM,TMBK04AFB_FMCWDM1,02301676,TMBK04AFB,Unit,TX,HUAWEI,No,Sì,OK
WMS0005768-FLM,000000000301834412,Gruppo articoli,WMS-VodafoneFLM,BOX IP54 19P /12U 3X2900W,3798104759,3798104759,Unit,PASSIVE,DELTA,No,Sì,OK
WMS0005769-FLM,000000000301835206,Gruppo articoli,WMS-VodafoneFLM,L18_4TX4RX_3AHEGF_PNRR,475825A.103,AHEGF,Unit,RADIO,NSN,No,Sì,OK
WMS0005770-FLM,000000000301835247,Gruppo articoli,WMS-VodafoneFLM,L8NR7_3AHPMDD_2T4R_4xAOSM_PNRR,475707A.103,AHPMDD,Unit,RADIO,NSN,No,Sì,OK
WMS0005771-FLM,000000000301835248,Gruppo articoli,WMS-VodafoneFLM,AMOD ASIB ABIA 2xABIO 10GE Stack PNRR,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005772-FLM,000000000301835257,Gruppo articoli,WMS-VodafoneFLM,AMOD ASIB ABIA 2xABIO 10GE Pole PNRR,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005773-FLM,000000000301835293,Gruppo articoli,WMS-VodafoneFLM,AEQE_I_3S_NOSFP_PNRR,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005774-FLM,000000000301835321,Gruppo articoli,WMS-VodafoneFLM,AMIA_ASIB_ABIA_2ABIO_10GE_PNRR,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005775-FLM,000000000301835352,Gruppo articoli,WMS-VodafoneFLM,"ANT - 6HB, 65DEG",SSP-65T-F-V3,,Antenna,RADIO,COMMSCOPE,No,Sì,OK
WMS0005776-FLM,000000000301835401,Gruppo articoli,WMS-VodafoneFLM,"MNT-KIT, SMALL ANT, TILT",,,Accessori,RADIO,,No,Sì,OK
WMS0005777-FLM,000000000301836313,Gruppo articoli,WMS-VodafoneFLM,BNG_CF-8G,02312GCK,CF-8G,Accessori,CORE,HUAWEI,No,Sì,OK
WMS0005778-FLM,000000000301838527,Gruppo articoli,WMS-VodafoneFLM,"ODU RTN XMC, 7G, -3W, X073LA,Low Site,H,",52414098,XMC3W ODU 7G TR168 ABC L,Unit,MW,HUAWEI,No,Sì,OK
WMS0005779-FLM,000000000301838545,Gruppo articoli,WMS-VodafoneFLM,"ODU RTN XMC, 7G, -3W, X073HA, High Site",52414099,XMC3W ODU 7G TR168 ABC H,Unit,MW,HUAWEI,No,Sì,OK
WMS0005780-FLM,000000000301838739,Gruppo articoli,WMS-VodafoneFLM,A80S02HAC,52431758,A80S02HAC,Antenna,MW,HUAWEI,No,Sì,OK
WMS0005781-FLM,000000000301839034,Gruppo articoli,WMS-VodafoneFLM,UBBPg2,03058626,03058626,Unit,RADIO,HUAWEI,No,Sì,OK
WMS0005782-FLM,000000000301839251,Gruppo articoli,WMS-VodafoneFLM,FCB.OD.SPL25F1.48DC.IVD,2121005510,2121005510,CDZ,PASSIVE,AIRSYS,No,Sì,OK
WMS0005783-FLM,000000000301839298,Gruppo articoli,WMS-VodafoneFLM,ABIO AirScale Capacity,475266B.101,ABIO,Unit,RADIO,NSN,No,Sì,OK
WMS0005784-FLM,000000000301839378,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDQ_100m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005785-FLM,000000000301839379,Gruppo articoli,WMS-VodafoneFLM,SPRG_Pack noATOA-FPIA_ATDO_40m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005786-FLM,000000000301839399,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDO_40m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005787-FLM,000000000301839413,Gruppo articoli,WMS-VodafoneFLM,AHPMDGAirScaleRRH2T4RB8/20/28320W(fan),476122A.101,AHPMDG,Unit,RADIO,NSN,No,Sì,OK
WMS0005788-FLM,000000000301839419,Gruppo articoli,WMS-VodafoneFLM,SPRG_900_3AHDA_NOSFP,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005789-FLM,000000000301839420,Gruppo articoli,WMS-VodafoneFLM,L8NR7_3AHPMDD_2T4R_NOSFP_PNRR,475707A.101,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005790-FLM,000000000301839421,Gruppo articoli,WMS-VodafoneFLM,IPAA Downtilt Kit,CS7801050,IPAA,Accessori,RADIO,NSN,No,Sì,OK
WMS0005791-FLM,000000000301839422,Gruppo articoli,WMS-VodafoneFLM,IPAA Uptilt Kit,CS7801051,IPAA,Accessori,RADIO,NSN,No,Sì,OK
WMS0005792-FLM,000000000301839445,Gruppo articoli,WMS-VodafoneFLM,3AHPMDD_addL700_modG9&L8_2Tx4Rx_noSFP,475707A.101,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005793-FLM,000000000301839454,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDP_60m-12xAOSC,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005794-FLM,000000000301839456,Gruppo articoli,WMS-VodafoneFLM,SPRG_L18&L21_3AHEGF_Modernize_no SFP,475825A.104,AHEGF,Unit,RADIO,NSN,No,Sì,OK
WMS0005795-FLM,000000000301839460,Gruppo articoli,WMS-VodafoneFLM,AWHQF3sect nointegratant_ABIO_AOSM FH&BH,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005796-FLM,000000000301839463,Gruppo articoli,WMS-VodafoneFLM,SPRG_Pack noATOA-FPIA_ATDQ_100m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005797-FLM,000000000301839466,Gruppo articoli,WMS-VodafoneFLM,L18_4TX4RX_3AHEGF_PNRR_NOSFP,475825A.105,AHEGF,Unit,RADIO,NSN,No,Sì,OK
WMS0005798-FLM,000000000301839474,Gruppo articoli,WMS-VodafoneFLM,SPRG_Pack noATOA-FPIA_ATDR_200m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005799-FLM,000000000301839475,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDQ_100m-12xAOSC,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005800-FLM,000000000301839476,Gruppo articoli,WMS-VodafoneFLM,SPRG_Pack noATOA-FPIA_ATDP_60m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005801-FLM,000000000301839482,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDR_200m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005802-FLM,000000000301839483,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDP_60m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005803-FLM,000000000301839484,Gruppo articoli,WMS-VodafoneFLM,SPRG_Pack noATOA-FPIA_ATDN_20m-12xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005804-FLM,000000000301839486,Gruppo articoli,WMS-VodafoneFLM,SPRG_L18&L21 2Tx_3AHEGF_no SFP,475825A.106,AHEGF,Unit,RADIO,NSN,No,Sì,OK
WMS0005805-FLM,000000000301839495,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDN_20m-12xAOSC,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005806-FLM,000000000301839502,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDN_20m-9xAOSM,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005807-FLM,000000000301839503,Gruppo articoli,WMS-VodafoneFLM,Pack withATOA-FPIA_ATDR_200m-12xAOSC,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005808-FLM,000000000301839509,Gruppo articoli,WMS-VodafoneFLM,AWHQF3sect integrant_ABIO_AOSMFH&BH_4D2U,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005809-FLM,000000000301839512,Gruppo articoli,WMS-VodafoneFLM,SPRG_ASiR LTE sHUB pack_ APHA_noPowerCbl,,,Kit Bundle,RADIO,NSN,No,Sì,OK
WMS0005810-FLM,000000000301839518,Gruppo articoli,WMS-VodafoneFLM,AEQQ 3-sect ASIB ABIO - no SFP - AOSMBH,,,Kit Bundle,RADIO,NSN,No,Sì,OK
